strata,trt,LeftBoundary,RightBoundary,SurvProb,FailProb,IMStderr,LagrangeMult,SurvProb_LCL,SurvProb_UCL,ConfType
S1,1,0.9614589936,0.9626710223,0.4702048316,0.5297951684,0.0399408677,11.736205978,0.3919221694,0.5484874939,LINEAR
S1,1,0.9650525758,0.9668222705,0.4702048316,0.5297951684,0.0399408677,8.6456533809,0.3919221694,0.5484874939,LINEAR
S1,1,0.9809978399,0.9859653695,0.4702048316,0.5297951684,0.0399408677,5.1959059678,0.3919221694,0.5484874939,LINEAR
S1,1,0.9941515548,0.9950818235,0.4702048316,0.5297951684,0.0399408677,13.223738242,0.3919221694,0.5484874939,LINEAR
S1,1,1.0055098145,1.0073711555,0.4702048316,0.5297951684,0.0399408677,11.103791336,0.3919221694,0.5484874939,LINEAR
S1,1,1.012229726,1.0129259277,0.4702048316,0.5297951684,0.0399408677,11.26346218,0.3919221694,0.5484874939,LINEAR
S1,1,1.031766016,1.0332378945,0.4702048316,0.5297951684,0.0399408677,2.8840727438,0.3919221694,0.5484874939,LINEAR
S1,1,1.033787427,1.0388740159,0.4702048316,0.5297951684,0.0399408677,3.0921636718,0.3919221694,0.5484874939,LINEAR
S1,1,1.0535376095,1.0558154475,0.3245510628,0.6754489372,0.0391501599,0,0.2478181594,0.4012839663,LINEAR
S1,1,1.1014957915,1.1066264368,0.3245510628,0.6754489372,0.0391501599,15.553355523,0.2478181594,0.4012839663,LINEAR
S1,1,1.1086519693,1.1111410872,0.3245510628,0.6754489372,0.0391501599,13.697663843,0.2478181594,0.4012839663,LINEAR
S1,1,1.1256451285,1.1286116507,0.3162914249,0.6837085751,0.0390489089,0,0.2397569699,0.3928258799,LINEAR
S1,1,1.1415062791,1.1546638929,0.3127672595,0.6872327405,0.0391595002,0,0.2360160495,0.3895184695,LINEAR
S1,1,1.1555594879,1.1585614227,0.2436771215,0.7563228785,0.0366118419,0,0.17191923,0.3154350131,LINEAR
S1,1,1.1951508862,1.196613844,0.2436771215,0.7563228785,0.0366118419,5.3712087018,0.17191923,0.3154350131,LINEAR
S1,1,1.2000601832,1.2013239448,0.2436771215,0.7563228785,0.0366118419,2.3935372001,0.17191923,0.3154350131,LINEAR
S1,1,1.2014250411,1.217890443,0.1590628395,0.8409371605,0.03093441,0,0.09843251,0.219693169,LINEAR
S1,1,1.2626346725,1.2763493489,0.1590628395,0.8409371605,0.03093441,0.7350747762,0.09843251,0.219693169,LINEAR
S1,1,1.3136881625,1.3148929043,0.1590628395,0.8409371605,0.03093441,11.799504561,0.09843251,0.219693169,LINEAR
S1,1,1.3393084267,1.3440371069,0.1590628395,0.8409371605,0.03093441,8.9673966721,0.09843251,0.219693169,LINEAR
S1,1,1.3573923905,1.3604570184,0.1590628395,0.8409371605,0.03093441,5.8067088395,0.09843251,0.219693169,LINEAR
S1,1,1.397918374,1.3981708746,0.1590628395,0.8409371605,0.03093441,8.6147920328,0.09843251,0.219693169,LINEAR
S1,1,1.4045931648,1.4108958449,0.1590628395,0.8409371605,0.03093441,4.2344726258,0.09843251,0.219693169,LINEAR
S1,1,1.4168099018,1.4184635544,0.0972130302,0.9027869698,0.0244939783,0,0.049205715,0.1452203455,LINEAR
