trt,LeftBoundary,RightBoundary,SurvProb,FailProb,IMStderr,LagrangeMult,SurvProb_LCL,SurvProb_UCL,ConfType
0,2.5046899351,2.5210549025,0.1959644924,0.8040355076,0.0314358268,14.846893708,0.134351404,0.2575775809,LINEAR
0,2.52597897,2.5435710009,0.1959644924,0.8040355076,0.0314358268,11.868965923,0.134351404,0.2575775809,LINEAR
0,2.5464400384,2.5514842879,0.1959644924,0.8040355076,0.0314358268,9.7570603179,0.134351404,0.2575775809,LINEAR
0,2.5804223256,2.5896098917,0.1959644924,0.8040355076,0.0314358268,17.750781923,0.134351404,0.2575775809,LINEAR
0,2.6166825023,2.6326151661,0.1959644924,0.8040355076,0.0314358268,12.325242234,0.134351404,0.2575775809,LINEAR
0,2.6400081374,2.6494848533,0.1959644924,0.8040355076,0.0314358268,9.998495431,0.134351404,0.2575775809,LINEAR
0,2.6686897804,2.6703470489,0.1959644924,0.8040355076,0.0314358268,7.6717486281,0.134351404,0.2575775809,LINEAR
0,2.7357438068,2.7363240217,0.1959644924,0.8040355076,0.0314358268,0.0958017972,0.134351404,0.2575775809,LINEAR
0,2.749885897,2.7680334242,0.1762711229,0.8237288771,0.0315704521,0,0.1143941737,0.238148072,LINEAR
0,2.8078705397,2.8297734075,0.0863381373,0.9136618627,0.0229660776,0,0.0413254524,0.1313508222,LINEAR
0,3.0117584512,3.0524545004,0.0863381373,0.9136618627,0.0229660776,13.453371178,0.0413254524,0.1313508222,LINEAR
0,3.0605940381,3.0679519943,0.0863381373,0.9136618627,0.0229660776,4.1443494325,0.0413254524,0.1313508222,LINEAR
0,3.2318675865,3.2362107824,0.0863381373,0.9136618627,0.0229660776,26.434925462,0.0413254524,0.1313508222,LINEAR
0,3.5359035217,3.5554964082,0.020035903,0.979964097,0.0107387308,0,0,0.0410834286,LINEAR
0,3.936434256,I,0,1,0,0,0,0,LINEAR
1,0.4050740416,0.4153277026,0.9674525334,0.0325474666,0.0165908961,0,0.9349349746,0.9999700923,LINEAR
1,0.577613198,0.5780226214,0.9297708836,0.0702291164,0.0237465226,0,0.8832285546,0.9763132126,LINEAR
1,0.5915695501,0.6046681859,0.8402884904,0.1597115096,0.0325219129,0,0.7765467124,0.9040302684,LINEAR
1,0.6047913454,0.6114182753,0.8402884904,0.1597115096,0.0325219129,4.4797459121,0.7765467124,0.9040302684,LINEAR
1,0.6336926292,0.638586228,0.8402884904,0.1597115096,0.0325219129,15.22082332,0.7765467124,0.9040302684,LINEAR
1,0.6707581031,0.671839274,0.8402884904,0.1597115096,0.0325219129,8.200901329,0.7765467124,0.9040302684,LINEAR
1,0.69892466,0.730289421,0.7654895252,0.2345104748,0.0366892016,0,0.6935800115,0.8373990389,LINEAR
1,0.802767896,0.8138039528,0.7654895252,0.2345104748,0.0366892016,0.7353477925,0.6935800115,0.8373990389,LINEAR
1,0.813838589,0.8191902001,0.7654895252,0.2345104748,0.0366892016,2.43026143,0.6935800115,0.8373990389,LINEAR
1,0.8381212136,0.8404357671,0.6566628044,0.3433371956,0.0386773676,0,0.580856557,0.7324690519,LINEAR
1,0.8469346772,0.8575512045,0.6462896066,0.3537103934,0.0384960451,0,0.5708387448,0.7217404685,LINEAR
