trt,LeftBoundary,RightBoundary,SurvProb,FailProb,IMStderr,LagrangeMult,SurvProb_LCL,SurvProb_UCL,ConfType
0,1.3087311506,1.336713525,0.6945760277,0.3054239723,0.0358567729,11.111339134,0.6242980441,0.7648540113,LINEAR
0,1.383461745,1.3842402885,0.6474957312,0.3525042688,0.0376933462,0,0.5736181302,0.7213733321,LINEAR
0,1.3868824751,1.3987343413,0.6001520225,0.3998479775,0.037230838,0,0.5271809209,0.6731231242,LINEAR
0,1.4089293638,1.4106018401,0.6001520225,0.3998479775,0.037230838,4.9941629483,0.5271809209,0.6731231242,LINEAR
0,1.4136811593,1.4159838897,0.6001520225,0.3998479775,0.037230838,6.5999533737,0.5271809209,0.6731231242,LINEAR
0,1.4270959522,1.4298642373,0.6001520225,0.3998479775,0.037230838,11.215600675,0.5271809209,0.6731231242,LINEAR
0,1.4583457101,1.4597641103,0.6001520225,0.3998479775,0.037230838,21.990410357,0.5271809209,0.6731231242,LINEAR
0,1.4733745095,1.4773796233,0.6001520225,0.3998479775,0.037230838,21.11175189,0.5271809209,0.6731231242,LINEAR
0,1.477889104,1.4943914504,0.6001520225,0.3998479775,0.037230838,21.643582586,0.5271809209,0.6731231242,LINEAR
0,1.5262935234,1.5286552631,0.5509939146,0.4490060854,0.0377570518,0,0.4769914528,0.6249963763,LINEAR
0,1.5506171074,1.551434518,0.5509939146,0.4490060854,0.0377570518,10.459429001,0.4769914528,0.6249963763,LINEAR
0,1.5641427748,1.5750555174,0.5509939146,0.4490060854,0.0377570518,12.308713333,0.4769914528,0.6249963763,LINEAR
0,1.6087398492,1.6115568596,0.4995837353,0.5004162647,0.0369539729,0,0.4271552793,0.5720121913,LINEAR
0,1.6158936853,1.6464044041,0.4995837353,0.5004162647,0.0369539729,7.595839401,0.4271552793,0.5720121913,LINEAR
0,1.653708641,1.6544007747,0.4995837353,0.5004162647,0.0369539729,10.722580789,0.4271552793,0.5720121913,LINEAR
0,1.6579618407,1.6607159951,0.4995837353,0.5004162647,0.0369539729,13.849322178,0.4271552793,0.5720121913,LINEAR
0,1.6795033291,1.6819532681,0.4995837353,0.5004162647,0.0369539729,23.097117745,0.4271552793,0.5720121913,LINEAR
